Date,Adj Close,Open,High,Low,Volume,
12/8/2021,98756,98667,100356,98222,2.06M,
13/08/2021,98578,99111,99733,98222,2.38M,
16/08/2021,98311,99556,100178,98311,3.47M,
17/08/2021,98900,100000,103400,98900,4.89M,
18/08/2021,97900,99000,100200,97900,2.30M,
19/08/2021,104000,97900,104000,96700,3.52M,
20/08/2021,97700,100000,102000,97200,4.95M,
23/08/2021,96200,97500,97700,95800,2.16M,
24/08/2021,95400,96400,97000,95100,1.42M,
25/08/2021,94600,95400,95400,93000,2.06M,
26/08/2021,93100,94600,94600,93000,1.77M,
27/08/2021,94800,93000,95000,91500,2.49M,
30/08/2021,94100,95000,95300,94100,1.41M,
31/08/2021,94100,94100,95100,93800,1.53M,
1/9/2021,94100,94100,95000,94100,1.30M,
6/9/2021,95000,94400,95800,94200,1.93M,
7/9/2021,93900,95500,95500,93900,2.28M,
8/9/2021,92000,94000,94300,92000,2.51M,
9/9/2021,91300,92200,92400,91300,2.70M,
10/9/2021,91300,91800,92000,91300,1.61M,
13/09/2021,92000,91800,93400,91600,1.83M,
14/09/2021,92000,92300,92900,91900,1.42M,
15/09/2021,91400,92000,92400,91300,1.04M,
16/09/2021,87800,91400,91400,87800,15.13M,
17/09/2021,86800,88000,89200,86800,5.57M,
20/09/2021,86700,87000,88900,86000,4.01M,
21/09/2021,85600,85500,86400,85000,4.52M,
22/09/2021,86100,85600,86900,85400,2.85M,
23/09/2021,87100,86500,87400,86400,2.66M,
24/09/2021,87000,87100,87500,86300,3.21M,
27/09/2021,86100,87000,87500,83200,3.00M,
28/09/2021,86500,85300,87000,85200,2.39M,
29/09/2021,86700,86700,86900,86000,1.91M,
30/09/2021,88000,86500,89400,86500,3.40M,
1/10/2021,87700,88000,88400,87200,1.73M,
4/10/2021,87800,87600,88000,87100,1.57M,
5/10/2021,88600,87800,88800,87100,2.37M,
6/10/2021,88600,88800,89000,88100,1.74M,
7/10/2021,88800,88300,89500,88300,2.29M,
8/10/2021,89300,89000,89500,88800,1.30M,
11/10/2021,91900,89400,92000,89400,2.69M,
12/10/2021,92900,92000,93000,92000,2.44M,
13/10/2021,93100,93000,93800,92800,2.58M,
14/10/2021,92500,93200,93200,91500,2.68M,
15/10/2021,92600,92500,93000,92000,1.55M,
18/10/2021,92600,92300,92900,91100,2.04M,
19/10/2021,92400,92600,92700,91500,1.69M,
20/10/2021,92300,92300,92500,89900,3.13M,
21/10/2021,91000,91700,92600,91000,2.85M,
22/10/2021,91800,91000,91800,90800,1.43M,
25/10/2021,92100,91900,92500,91200,1.34M,
26/10/2021,92200,91800,92200,90900,1.34M,
27/10/2021,95000,92000,95000,91600,3.91M,
28/10/2021,95000,95000,95400,93600,2.09M,
29/10/2021,95800,94200,96500,94200,2.27M,
1/11/2021,95800,95800,96000,94900,2.23M,
2/11/2021,95800,95700,96000,94900,1.65M,
3/11/2021,95300,95800,95800,93900,3.57M,
4/11/2021,95000,95200,95500,94000,1.88M,
5/11/2021,95000,94500,95000,94000,1.79M,
8/11/2021,94900,95000,95500,94500,1.79M,
9/11/2021,94900,95400,95400,93200,2.37M,
10/11/2021,94900,95100,95200,93600,1.68M,
11/11/2021,94800,94900,95000,93900,2.19M,
12/11/2021,94500,94800,94800,93900,1.13M,
15/11/2021,95000,94500,95100,94000,1.92M,
16/11/2021,94800,95000,95100,93900,1.64M,
17/11/2021,96300,94700,97000,94200,2.82M,
18/11/2021,94500,97000,98500,94500,3.87M,
19/11/2021,94800,94600,96000,94000,2.03M,
22/11/2021,94800,94500,95000,93000,2.15M,
23/11/2021,94800,94000,95000,93500,1.38M,
24/11/2021,94100,94800,95200,93500,2.05M,
25/11/2021,94000,94800,94800,93800,1.40M,
26/11/2021,98500,95900,100000,95200,8.68M,
29/11/2021,105300,99000,105300,98500,8.74M,
30/11/2021,105000,105500,106900,103500,4.67M,
1/12/2021,106000,105000,107300,104000,4.08M,
2/12/2021,107200,106000,108500,105100,4.43M,
3/12/2021,105500,109100,109600,105500,5.15M,
6/12/2021,105600,107900,109000,103600,5.83M,
7/12/2021,106700,107400,107500,105600,3.03M,
8/12/2021,105900,106500,107000,103500,3.54M,
9/12/2021,107000,105000,107500,104000,3.17M,
10/12/2021,103100,107000,107200,103100,3.08M,
13/12/2021,103200,102700,104500,101000,4.08M,
14/12/2021,102500,103000,103100,101600,2.63M,
15/12/2021,100000,102700,102700,99900,2.90M,
16/12/2021,100000,100000,101500,98300,3.10M,
17/12/2021,102000,100000,102700,98800,6.66M,
20/12/2021,99000,102000,102000,99000,1.37M,
21/12/2021,98100,99000,100800,98100,1.47M,
22/12/2021,99600,98200,100100,98200,2.41M,
23/12/2021,96000,99600,100000,96000,2.77M,
24/12/2021,96500,96500,96900,95100,1.42M,
27/12/2021,99000,97000,99000,96500,1.91M,
28/12/2021,98400,99100,99300,96500,1.74M,
29/12/2021,95500,98000,98000,95200,2.29M,
30/12/2021,95000,95800,96400,95000,1.66M,
31/12/2021,95100,95200,96300,94200,1.27M,
4/1/2022,101000,96000,101500,95700,3.07M,
5/1/2022,100000,100800,102200,99500,3.40M,
6/1/2022,104500,101000,106400,100500,5.06M,
7/1/2022,102200,106400,106400,102200,3.11M,
10/1/2022,102300,102500,105500,102200,2.91M,
11/1/2022,101000,102000,102000,99800,2.24M,
12/1/2022,100800,101500,101500,98000,2.34M,
13/01/2022,98800,101000,101000,98500,1.96M,
14/01/2022,98900,98200,99600,98200,1.02M,
17/01/2022,97000,99000,99200,94500,2.63M,
18/01/2022,95900,97000,97000,94100,2.03M,
19/01/2022,95800,95000,95900,93500,2.48M,
20/01/2022,95000,94600,96300,94600,1.69M,
21/01/2022,95500,95900,96000,93300,3.19M,
24/01/2022,95000,94900,96000,92500,3.94M,
25/01/2022,96000,95000,97700,93400,3.20M,
26/01/2022,96400,96500,96500,94500,1.93M,
27/01/2022,96500,96500,96500,94200,2.56M,
28/01/2022,97000,95100,97000,94500,3.00M,
7/2/2022,91200,96400,97500,91200,7.41M,
8/2/2022,87300,91300,92300,86700,8.01M,
9/2/2022,85700,87600,88700,84900,8.81M,
10/2/2022,84000,85700,86000,81700,11.09M,
11/2/2022,81700,83000,83600,81500,7.85M,
14/02/2022,81800,81700,84000,80700,4.97M,
15/02/2022,83700,82000,83800,81800,3.00M,
16/02/2022,82900,83900,83900,82700,1.99M,
17/02/2022,83100,82800,83500,82000,2.87M,
18/02/2022,82200,82500,82800,82000,2.91M,
21/02/2022,83600,82100,83800,82000,2.51M,
22/02/2022,82000,83000,83300,81800,2.98M,
23/02/2022,82500,82100,82500,82000,1.44M,
24/02/2022,80100,82300,82400,79300,6.37M,
25/02/2022,79100,80900,80900,79100,3.39M,
28/02/2022,77000,79500,79500,77000,4.68M,
1/3/2022,79200,77100,79900,77000,3.47M,
2/3/2022,78900,79200,79200,77200,2.40M,
3/3/2022,79000,78900,80400,78300,2.61M,
4/3/2022,79000,79000,79300,77800,3.82M,
7/3/2022,78500,78400,79000,77300,2.44M,
8/3/2022,77900,78000,78900,77100,4.29M,
9/3/2022,78000,78100,78700,77300,3.05M,
10/3/2022,79100,78500,80600,78000,4.37M,
11/3/2022,79000,78800,79000,77800,2.22M,
14/03/2022,78300,78800,78800,77400,2.62M,
15/03/2022,78300,78000,78600,77000,2.73M,
16/03/2022,78100,78300,78400,77200,2.95M,
17/03/2022,78400,78300,78500,77300,2.57M,
18/03/2022,78800,78300,79500,77400,5.52M,
21/03/2022,81000,78800,81000,78300,3.71M,
22/03/2022,82200,81000,82400,81000,3.63M,
23/03/2022,81400,82100,82400,81400,1.53M,
24/03/2022,81000,81400,81400,80400,2.00M,
25/03/2022,81000,80600,81000,79700,2.19M,
28/03/2022,80500,79900,81200,79700,2.34M,
29/03/2022,80800,80000,81800,79800,2.80M,
30/03/2022,81100,82500,82700,80400,3.09M,
31/03/2022,81200,81100,82300,81000,1.37M,
1/4/2022,82100,81400,82500,80900,2.61M,
4/4/2022,82700,82500,82800,81500,2.73M,
5/4/2022,82300,82500,83100,81700,3.59M,
6/4/2022,80500,80500,82300,79500,5.68M,
7/4/2022,79500,80200,80300,77600,3.70M,
8/4/2022,81700,80000,82400,80000,5.19M,
12/4/2022,81300,81400,81400,80300,2.36M,
13/04/2022,82200,81000,82300,80700,3.15M,
14/04/2022,81700,81600,82200,81100,1.76M,
15/04/2022,80700,81500,81800,80600,1.68M,
18/04/2022,79500,80000,80100,78100,2.98M,
19/04/2022,78800,78600,79800,77800,1.82M,
20/04/2022,79300,78000,79800,78000,1.71M,
21/04/2022,77500,79000,79500,77500,2.68M,
22/04/2022,77700,77700,79000,77600,1.87M,
25/04/2022,76200,77800,79200,72700,2.74M,
26/04/2022,78000,73500,78500,73500,3.66M,
27/04/2022,78000,77500,78000,75000,2.79M,
28/04/2022,77900,78000,78200,76300,1.39M,
29/04/2022,80000,77500,80000,76600,2.15M,
4/5/2022,79700,79600,80000,77700,1.44M,
5/5/2022,80000,79600,80000,78500,1.86M,
6/5/2022,79800,78500,80000,78000,1.69M,
9/5/2022,79100,78700,79200,77900,2.43M,
10/5/2022,80400,78900,80400,78100,2.62M,
11/5/2022,80500,80200,80500,78700,1.98M,
12/5/2022,79000,80000,80000,77100,2.47M,
13/05/2022,78000,79000,79000,77200,3.13M,
16/05/2022,77000,79000,79000,76200,1.99M,
17/05/2022,78000,76000,78000,75200,1.86M,
18/05/2022,78000,78000,78000,76000,2.96M,
19/05/2022,77900,76400,79000,76200,2.65M,
20/05/2022,77800,77900,77900,76500,2.33M,
23/05/2022,77400,77600,77700,76200,2.64M,
24/05/2022,77600,77000,77600,76400,1.57M,
25/05/2022,77700,77600,78100,76700,1.36M,
26/05/2022,77700,77700,77700,76800,2.08M,
27/05/2022,78000,77400,78000,77000,1.58M,
30/05/2022,78500,78000,78500,77200,1.39M,
31/05/2022,78800,78000,79500,77700,1.78M,
1/6/2022,79300,78600,79400,78300,1.54M,
2/6/2022,78900,79200,79200,77600,2.94M,
3/6/2022,78800,78100,79200,78000,1.25M,
6/6/2022,78500,78700,78900,77900,1.50M,
7/6/2022,78000,78500,78500,77700,1.56M,
8/6/2022,78100,77800,78700,77600,1.44M,
9/6/2022,78100,78000,78200,77300,1.54M,
10/6/2022,78000,77800,78200,77500,979.60K,
13/06/2022,76400,76600,77400,76200,1.80M,
14/06/2022,76600,76200,76600,75200,2.06M,
15/06/2022,76700,76600,76900,75300,2.04M,
16/06/2022,76600,76000,77700,75800,1.60M,
17/06/2022,76600,75800,76600,75100,3.73M,
20/06/2022,75600,76600,76600,75300,2.13M,
21/06/2022,75000,75200,75200,73800,1.96M,
22/06/2022,75000,74700,75000,73600,1.42M,
23/06/2022,74200,74100,74200,73000,1.55M,
24/06/2022,74600,73500,74600,72000,1.51M,
27/06/2022,73800,73800,74800,73500,1.82M,
28/06/2022,73600,73000,73800,72400,2.23M,
29/06/2022,73400,72800,73400,72300,1.43M,
30/06/2022,73500,72700,73500,72400,1.88M,
1/7/2022,72600,73200,73400,72100,1.87M,
4/7/2022,72700,72400,72700,72200,758.30K,
5/7/2022,72300,72700,72800,72000,1.48M,
6/7/2022,67500,72000,72100,67500,2.17M,
7/7/2022,69800,68000,69800,66500,2.17M,
8/7/2022,70000,70000,70700,67500,1.41M,
11/7/2022,70000,67700,70000,66200,2.39M,
12/7/2022,69900,68600,70200,68000,1.21M,
13/07/2022,69500,68600,70000,68300,2.00M,
14/07/2022,69500,69500,69800,68500,1.41M,
15/07/2022,69600,69100,69800,68600,1.58M,
18/07/2022,68000,69600,69600,68000,1.09M,
19/07/2022,68800,68000,69000,68000,655.40K,
20/07/2022,68200,68800,69000,68200,626.10K,
21/07/2022,68500,68200,68800,68100,930.60K,
22/07/2022,66500,68100,68500,66500,674.70K,
25/07/2022,67300,66900,67400,66500,755.80K,
26/07/2022,66100,66100,67600,66100,592.70K,
27/07/2022,66500,66200,66800,66000,581.40K,
28/07/2022,67000,66600,67100,66000,1.15M,
29/07/2022,64000,67800,67800,64000,1.91M,
1/8/2022,64700,64900,65100,64100,1.26M,
2/8/2022,66600,64800,66600,64500,1.37M,
3/8/2022,66000,65800,66400,65100,1.25M,
4/8/2022,66400,66000,66400,65400,1.15M,
5/8/2022,65400,65900,66200,65200,1.13M,
8/8/2022,64600,65400,65700,64600,1.01M,
9/8/2022,65300,64800,65400,64700,792.00K,
10/8/2022,64800,65000,65600,64700,967.90K,
11/8/2022,65800,65600,66400,65000,1.67M,
12/8/2022,66200,65800,66200,65500,811.20K,
15/08/2022,66400,66300,66500,66100,802.10K,
16/08/2022,65900,66400,66400,65700,862.20K,
17/08/2022,67300,66200,67800,66000,2.20M,
18/08/2022,68100,67200,69300,67200,2.77M,
19/08/2022,67900,68000,68400,66800,1.22M,
22/08/2022,66000,67200,68000,66000,1.47M,
23/08/2022,65000,65500,65600,64800,1.44M,
24/08/2022,64900,65200,65800,64900,787.50K,
25/08/2022,65900,65000,65900,65000,483.00K,
26/08/2022,65000,66000,66000,65000,861.30K,
29/08/2022,63600,64300,64400,63000,1.34M,
30/08/2022,63600,63600,64100,63200,868.40K,
31/08/2022,63700,64000,65700,63700,1.24M,
5/9/2022,64000,64800,65200,64000,1.31M,
6/9/2022,63300,64100,64800,63100,1.34M,
7/9/2022,62500,63300,63400,62500,1.35M,
8/9/2022,62900,63300,63600,62400,841.20K,
9/9/2022,64400,63200,64400,62900,1.19M,
12/9/2022,64000,64900,64900,63800,552.90K,
13/09/2022,64100,64000,64300,63600,1.06M,
14/09/2022,63400,63500,63700,62100,711.00K,
15/09/2022,63900,63500,64000,62800,851.30K,
16/09/2022,62500,63200,64500,62500,1.68M,
19/09/2022,62900,62500,63300,62100,786.00K,
20/09/2022,63900,62600,63900,62600,800.10K,
21/09/2022,63100,63500,63600,62700,482.70K,
22/09/2022,63300,62500,63300,58700,1.24M,
23/09/2022,62600,63000,63300,62000,324.20K,
26/09/2022,62000,61800,62600,61600,1.20M,
27/09/2022,61000,62100,62200,60800,639.10K,
28/09/2022,57500,60100,60800,57500,1.14M,
29/09/2022,54600,57700,58200,54300,1.70M,
30/09/2022,55000,53300,56400,53300,1.72M,
3/10/2022,55500,54900,55500,53000,1.45M,
4/10/2022,57000,56000,57000,54600,1.30M,
5/10/2022,60000,57500,60900,57000,1.33M,
6/10/2022,60100,59800,62000,58100,1.01M,
7/10/2022,60200,60500,60700,58300,2.99M,
10/10/2022,60200,60200,60900,57700,1.24M,
11/10/2022,60000,58300,60100,56700,2.19M,
12/10/2022,60000,60000,60200,58300,1.71M,
13/10/2022,60400,58700,61000,58200,1.25M,
14/10/2022,59700,60500,60500,58400,779.40K,
17/10/2022,56000,58600,59000,56000,738.70K,
18/10/2022,58400,56500,58600,56500,606.10K,
19/10/2022,58500,58500,58700,56500,826.40K,
20/10/2022,58600,58100,58700,57200,1.10M,
21/10/2022,56800,58500,58500,54500,1.41M,
24/10/2022,56500,56000,56600,52900,1.61M,
25/10/2022,56100,56300,56300,53000,1.45M,
26/10/2022,54800,56100,56100,53500,1.05M,
27/10/2022,55000,54600,55000,52500,1.97M,
28/10/2022,55700,55400,55800,53500,1.28M,
31/10/2022,55400,56000,56400,54300,1.05M,
1/11/2022,55400,55700,55800,54000,1.42M,
2/11/2022,55400,55300,55400,54000,1.35M,
3/11/2022,55100,54400,55100,54300,909.70K,
4/11/2022,54300,54900,54900,52100,1.62M,
7/11/2022,53400,54000,54000,51700,1.70M,
8/11/2022,53300,52200,53300,49700,2.48M,
9/11/2022,53700,53300,54300,52200,1.57M,
10/11/2022,53000,53600,54000,52000,1.56M,
11/11/2022,54300,53000,54800,52500,938.50K,
14/11/2022,55000,54200,55500,53100,1.39M,
15/11/2022,57000,55900,57500,55000,1.58M,
16/11/2022,60400,56900,60900,56100,2.25M,
17/11/2022,64600,62400,64600,60500,4.79M,
18/11/2022,65600,66900,66900,63100,1.69M,
21/11/2022,64000,66000,66700,63600,1.20M,
22/11/2022,61000,64000,65900,61000,1.47M,
23/11/2022,59700,60100,62600,59700,998.80K,
24/11/2022,61000,60000,62100,60000,1.14M,
25/11/2022,65000,63000,65000,62600,2.29M,
28/11/2022,65000,66500,67100,65000,3.25M,
29/11/2022,69400,65000,69400,64200,3.56M,
30/11/2022,69600,69500,70200,68000,3.23M,
1/12/2022,66000,69400,69600,66000,3.20M,
2/12/2022,68800,65100,68800,65100,3.59M,
5/12/2022,68100,68800,70000,68000,2.30M,
6/12/2022,66600,68100,68500,65000,1.80M,
7/12/2022,71200,69200,71200,68500,9.42M,
8/12/2022,69900,74400,74500,69900,5.60M,
9/12/2022,67800,70500,71700,67800,2.66M,
12/12/2022,63100,67800,68000,63100,2.85M,
13/12/2022,61600,63900,64000,60100,2.86M,
14/12/2022,60800,62500,63700,60300,2.90M,
15/12/2022,60600,61100,61600,60300,2.31M,
16/12/2022,58400,60600,60800,58400,3.28M,
19/12/2022,56500,59000,59400,56500,2.87M,
20/12/2022,55900,56500,57800,55100,2.09M,
21/12/2022,54900,56600,57000,54800,2.48M,
22/12/2022,55000,56000,57000,55000,2.43M,
23/12/2022,55100,55300,55900,53900,1.87M,
26/12/2022,52900,55000,55000,52500,2.37M,
27/12/2022,53400,52900,54800,52100,1.84M,
28/12/2022,53500,53500,53500,52100,2.09M,
29/12/2022,53600,53200,54000,52500,2.14M,
30/12/2022,53800,53800,53900,53000,2.46M,
3/1/2023,56800,53800,56800,53400,2.01M,
4/1/2023,56000,56900,57100,55900,1.93M,
5/1/2023,56200,56100,56900,55800,1.64M,
6/1/2023,56100,56000,56100,54900,1.95M,
9/1/2023,55000,56200,56200,55000,1.20M,
10/1/2023,54500,55000,55000,53600,1.74M,
11/1/2023,55100,54500,55500,54100,1.09M,
12/1/2023,55000,55500,55500,54500,1.07M,
13/01/2023,55000,55000,55300,54400,1.22M,
16/01/2023,54800,55000,55000,53400,1.69M,
17/01/2023,55200,53500,55200,53500,1.37M,
18/01/2023,56700,55400,56700,55000,1.65M,
19/01/2023,57400,56300,57400,56000,2.34M,
27/01/2023,59200,57800,59300,57600,2.20M,
30/01/2023,57700,59500,59500,57500,1.12M,
31/01/2023,57100,58100,58500,56500,1.38M,
1/2/2023,55200,57600,57600,54800,1.85M,
2/2/2023,55800,55200,56100,55100,1.33M,
3/2/2023,56000,56000,56000,55000,1.20M,
6/2/2023,56000,55300,56000,54300,1.42M,
7/2/2023,55000,56000,56000,53600,1.65M,
8/2/2023,54400,54600,54600,53000,2.15M,
9/2/2023,54200,53500,54500,52400,3.01M,
10/2/2023,54000,53500,54300,52600,1.70M,
13/02/2023,53400,53100,53600,52500,1.41M,
14/02/2023,52900,53100,53100,50800,3.12M,
15/02/2023,52900,52700,52900,50900,3.35M,
16/02/2023,53400,53000,53700,51400,3.24M,
17/02/2023,53500,53400,53500,52200,1.87M,
20/02/2023,54100,53300,55000,53000,1.52M,
21/02/2023,54300,54200,54700,53700,1.50M,
22/02/2023,53000,53500,53600,52400,2.56M,
23/02/2023,53000,52800,53100,51100,2.39M,
24/02/2023,52900,52100,52900,51700,2.21M,
27/02/2023,52500,52000,52500,51400,1.39M,
28/02/2023,52600,52500,53000,52000,912.50K,
1/3/2023,52700,52000,53300,51600,794.70K,
2/3/2023,52800,52500,53300,52300,769.30K,
3/3/2023,52700,52800,53000,52200,785.90K,
6/3/2023,52600,52700,53300,52100,1.57M,
7/3/2023,52700,53000,53200,52400,1.44M,
8/3/2023,53000,52200,53300,52200,831.90K,
9/3/2023,53000,53000,53600,52600,1.04M,
10/3/2023,53100,53000,53300,52500,899.80K,
13/03/2023,53300,53100,53400,52500,996.80K,
14/03/2023,53000,53200,53200,52600,1.02M,
15/03/2023,54000,53000,54000,53000,1.18M,
16/03/2023,53300,54000,55700,53000,3.16M,
17/03/2023,53200,53900,54000,52400,3.12M,
20/03/2023,52800,53000,53200,51400,3.36M,
21/03/2023,52800,52800,53400,51600,1.77M,
22/03/2023,52800,52600,52900,52100,1.80M,
23/03/2023,52800,52200,52800,52100,2.07M,
24/03/2023,53300,52800,53700,52500,830.70K,
27/03/2023,53300,53300,53800,52800,702.00K,
28/03/2023,53400,53300,53600,53200,782.50K,
29/03/2023,53500,53500,53600,52900,585.70K,
30/03/2023,53700,53500,54900,53400,993.60K,
31/03/2023,55000,53600,55200,53600,2.62M,
3/4/2023,58000,55900,58800,55600,4.85M,
4/4/2023,56800,58500,58700,56800,1.87M,
5/4/2023,55500,56700,56700,55000,1.97M,
6/4/2023,54500,56400,56400,54500,2.06M,
7/4/2023,54400,55000,55000,53400,2.38M,
10/4/2023,53800,54500,54600,53300,2.15M,
11/4/2023,53600,53700,53700,52800,1.85M,
12/4/2023,53100,53300,53500,52600,3.65M,
13/04/2023,53000,53100,53500,52700,1.92M,
14/04/2023,52900,53200,53500,52700,1.66M,
17/04/2023,52900,52900,53000,52400,1.76M,
18/04/2023,52800,52900,52900,52400,1.76M,
19/04/2023,52600,52600,52700,52300,1.75M,
20/04/2023,52600,52500,52700,52200,1.22M,
21/04/2023,52700,52600,52700,52100,1.70M,
24/04/2023,52600,52700,52700,52200,1.50M,
25/04/2023,52500,52800,52800,51800,2.72M,
26/04/2023,51900,52400,52400,51700,1.84M,
27/04/2023,50500,51800,51800,50500,3.60M,
28/04/2023,52100,50600,52100,50600,2.24M,
4/5/2023,51300,52100,52100,51100,1.50M,
5/5/2023,50700,50900,51400,50600,1.30M,
8/5/2023,50900,50700,50900,50500,1.34M,
9/5/2023,50600,50900,51000,50400,1.11M,
10/5/2023,50600,50800,50800,50400,1.07M,
11/5/2023,50500,50700,50700,50300,1.19M,
12/5/2023,51700,50700,51900,50500,2.09M,
15/05/2023,54400,54900,54900,54000,4.52M,
16/05/2023,52900,54600,54800,52800,2.62M,
17/05/2023,53200,52900,53800,52500,2.17M,
18/05/2023,53200,53600,53800,53000,2.08M,
19/05/2023,52500,53400,53400,52100,1.93M,
22/05/2023,52100,52500,52700,51900,1.86M,
23/05/2023,52600,52200,53500,52200,2.02M,
24/05/2023,52600,52800,52800,52300,1.29M,
25/05/2023,52600,52600,52700,52200,1.45M,
26/05/2023,52000,52400,52500,52000,1.59M,
29/05/2023,52700,52000,52900,52000,1.38M,
30/05/2023,52400,52700,52900,52300,1.32M,
31/05/2023,52000,52400,52400,52000,2.43M,
1/6/2023,52000,52000,52200,51600,1.53M,
2/6/2023,52000,52000,52300,51900,1.73M,
5/6/2023,52100,52100,52500,52000,1.82M,
6/6/2023,53200,52200,53200,52200,2.12M,
7/6/2023,52800,53300,53600,52600,1.66M,
8/6/2023,52400,52800,53000,52400,1.44M,
9/6/2023,52300,52500,52600,52200,819.00K,
12/6/2023,53400,52500,53400,52500,1.71M,
13/06/2023,54300,53600,54300,53300,1.96M,
14/06/2023,54300,53600,54700,53600,624.90K,
